"","Abdomen","Audio.Volume.dB","ECG","Flow","Heart.Rate","Left.Leg","PosAngle","Pulse","Saturation","Thermistor","Thorax","X.Axis","Y.Axis","Z.Axis","Acceleration..X.","Acceleration..Y.","Acceleration..Z.","Impedance","Stimulation","Position","Phasic.Amplitude","original_time","stim_numeric","parsed_time","time_only","corrected_stim","stim_binary"
"8659","-0.0001","60.0348","0.0046","-0.0708","67.3393","0.0008","11.2028","66.7651","87.2232","0.0355","0.0001","0.1839","-0.9285","-0.31","-2.0175","3.4646","9.2192","8.3418","41.5944","0","0","12:51:31 AM",41.5944,2025-05-29 00:51:31,00:51:31,41.5944,1
"8660","-0.0001","55.5979","0.0046","0.0221","67.6616","0.0009","11.1941","67.0453","86.9547","0.035","0.0001","0.1841","-0.9301","-0.3032","-2.0199","3.4609","9.2365","8.3202","0","0","0","12:51:32 AM",0,2025-05-29 00:51:32,00:51:32,0,0
"8661","0","57.1813","0.0046","0.1172","67.2758","0.0009","11.2463","66.9851","87.0037","0.0352","0","0.1847","-0.9293","-0.302","-2.017","3.4244","9.2569","8.3257","109.1678","0","0","12:51:33 AM",109.1678,2025-05-29 00:51:33,00:51:33,109.1678,1
"8662","0.0002","60.9301","0.0047","0.0061","68.1047","0.0008","11.3048","67.0131","86.9837","0.0356","-0.0001","0.1861","-0.9312","-0.306","-2.077","3.3064","9.3411","8.4089","646.0942","0","0","12:51:34 AM",646.0942,2025-05-29 00:51:34,00:51:34,646.0942,1
"8663","0.0001","61.4785","0.0047","-0.091","68.1501","0.0008","11.3043","66.9903","86.9948","0.0358","0","0.1857","-0.9291","-0.311","-2.0795","3.3505","9.2714","8.4373","407.7075","0","0","12:51:35 AM",407.7075,2025-05-29 00:51:35,00:51:35,407.7075,1
"8664","-0.0001","57.2048","0.0047","-0.0068","67.2425","0.0009","11.1902","67.0131","86.987","0.0355","0.0001","0.1836","-0.9284","-0.3093","-1.9871","3.5003","9.2342","8.2911","0","0","0","12:51:36 AM",0,2025-05-29 00:51:36,00:51:36,0,0
"8665","-0.0001","55.3907","0.0046","0.0708","69.6515","0.0009","11.1453","66.9716","87.0004","0.0353","0","0.1831","-0.9292","-0.3063","-2.0283","3.4587","9.2414","8.2944","0","0","0","12:51:37 AM",0,2025-05-29 00:51:37,00:51:37,0,0
"8666","0.0001","59.3989","0.0045","0.2363","76.029","0.0009","11.3835","67.0847","87.0004","0.0356","0","0.1876","-0.9316","-0.3002","-1.9927","3.3956","9.254","8.3148","367.606","0","0","12:51:37 AM",367.606,2025-05-29 00:51:37,00:51:37,367.606,1
"8667","0.0002","58.0733","0.0046","0.1481","82.895","0.0008","11.4418","67.7052","87.0004","0.036","0","0.1884","-0.931","-0.2926","-1.9427","3.3767","9.2865","8.3382","646.0942","0","0","12:51:38 AM",646.0942,2025-05-29 00:51:38,00:51:38,646.0942,1
"8668","0","69.8579","0.0045","-0.2048","68.8396","0.0009","11.3902","68.0455","87.0004","0.0359","0.0001","0.1873","-0.9299","-0.3039","-1.9741","3.5124","9.2475","8.2957","149.2709","0","0","12:51:40 AM",149.2709,2025-05-29 00:51:40,00:51:40,149.2709,1
"8669","-0.0001","56.839","0.0045","-0.0736","68.2666","0.0009","11.1534","67.9968","87.0004","0.0354","0","0.1834","-0.9299","-0.3076","-1.9894","3.5043","9.2275","8.2572","0","0","0","12:51:41 AM",0,2025-05-29 00:51:41,00:51:41,0,0
"8670","-0.0001","55.9722","0.0045","-0.0432","68.544","0.0009","11.1899","68.0144","87.0004","0.0351","0","0.1838","-0.9292","-0.309","-2.0015","3.5008","9.2318","8.2631","10.9527","0","0","12:51:42 AM",10.9527,2025-05-29 00:51:42,00:51:42,10.9527,1
"8671","0.0001","66.7379","0.0045","0.0971","68.4934","0.0009","10.7649","67.9947","87.0004","0.035","-0.0001","0.1769","-0.9309","-0.3084","-2.1573","3.1572","9.2928","8.4466","660.98","0","0","12:51:43 AM",660.98,2025-05-29 00:51:43,00:51:43,660.98,1
"8672","0.0002","60.9493","0.0046","0.1056","70.9082","0.0009","11.4694","68.0071","87.0004","0.0357","-0.0001","0.1896","-0.9346","-0.3018","-2.0967","3.1999","9.3015","8.4508","577.9964","0","0","12:51:44 AM",577.9964,2025-05-29 00:51:44,00:51:44,577.9964,1
"8673","-0.0001","70.7212","0.0045","-0.1624","68.7072","0.0009","9.7956","67.9926","87.0004","0.0362","0.0001","0.1622","-0.9397","-0.2892","-2.2691","3.4217","9.1897","8.2464","0","0","0","12:51:45 AM",0,2025-05-29 00:51:45,00:51:45,0,0
"8674","-0.0001","62.5812","0.0045","-0.0358","68.5528","0.0009","10.1001","68.0019","87.0004","0.0355","0","0.1667","-0.9356","-0.2936","-2.1454","3.4518","9.2127","8.2328","0","0","0","12:51:46 AM",0,2025-05-29 00:51:46,00:51:46,0,0
"8675","-0.0001","56.3626","0.0045","-0.0139","68.8023","0.0009","10.4495","67.9812","87.0004","0.0352","0","0.1725","-0.9349","-0.3041","-2.1586","3.4194","9.2295","8.2631","18.7373","0","0","12:51:47 AM",18.7373,2025-05-29 00:51:47,00:51:47,18.7373,1
"8676","0.0002","64.8078","0.0045","0.1513","68.9768","0.0009","10.5385","68.0497","87.0004","0.0354","-0.0001","0.1741","-0.9357","-0.2995","-2.229","3.2283","9.224","8.3863","669.6903","0","0","12:51:48 AM",669.6903,2025-05-29 00:51:48,00:51:48,669.6903,1
"8677","0.0002","62.7039","0.0046","-0.0621","69.1403","0.0008","10.6921","68.639","87.0004","0.036","0","0.1768","-0.9363","-0.3044","-2.1873","3.297","9.2354","8.4663","555.9436","0","0","12:51:48 AM",555.9436,2025-05-29 00:51:48,00:51:48,555.9436,1
"8678","-0.0001","64.6784","0.0045","-0.0911","68.5333","0.0009","10.4822","69.0396","87.0004","0.0359","0.0001","0.1723","-0.9313","-0.3077","-2.0537","3.5306","9.213","8.27","0","0","0","12:51:50 AM",0,2025-05-29 00:51:50,00:51:50,0,0
"8679","-0.0001","58.4068","0.0045","-0.0291","67.9412","0.0009","10.5482","68.9981","87.0004","0.0355","0.0001","0.1736","-0.9326","-0.3056","-2.0628","3.5055","9.2161","8.2541","0","0","0","12:51:51 AM",0,2025-05-29 00:51:51,00:51:51,0,0
"8680","-0.0001","57.0297","0.0045","-0.0134","69.2538","0.0009","10.5368","69.0095","87.0004","0.0352","0","0.1736","-0.933","-0.3055","-2.0657","3.4978","9.2196","8.2532","18.7352","0","0","12:51:52 AM",18.7352,2025-05-29 00:51:52,00:51:52,18.7352,1
"8681","0.0001","65.8867","0.0046","0.2729","69.5436","0.0009","10.2931","69.0032","87.0004","0.0351","-0.0001","0.1691","-0.9312","-0.3028","-2.2562","3.1691","9.2152","8.4891","669.686","0","0","12:51:52 AM",669.686,2025-05-29 00:51:52,00:51:52,669.686,1
"8682","0.0002","61.4395","0.0046","0.0883","69.4516","0.0008","10.8818","69.0074","87.0004","0.0357","0","0.1793","-0.9327","-0.2979","-2.2048","3.2944","9.2408","8.4405","555.1436","0","0","12:51:54 AM",555.1436,2025-05-29 00:51:54,00:51:54,555.1436,1
"8683","-0.0001","69.7608","0.0046","-0.2039","68.6144","0.0008","10.5061","69.0001","87.0004","0.0357","0.0001","0.1724","-0.9301","-0.306","-2.0709","3.5739","9.1601","8.3108","0","0","0","12:51:55 AM",0,2025-05-29 00:51:55,00:51:55,0,0
"8684","-0.0001","61.6281","0.0046","-0.0897","69.0076","0.0007","11.1372","69.0001","87.0004","0.0352","0.0001","0.1818","-0.9236","-0.3227","-1.9617","3.6943","9.1669","8.2811","0","0","0","12:51:56 AM",0,2025-05-29 00:51:56,00:51:56,0,0
"8685","0","56.4552","0.0047","0.0108","69.3732","0.0007","10.3748","69.0001","87.0004","0.0349","0","0.1708","-0.9331","-0.3028","-2.133","3.5109","9.2008","8.3761","18.7373","0","0","12:51:57 AM",18.7373,2025-05-29 00:51:57,00:51:57,18.7373,1
"8686","0.0002","62.1403","0.0048","0.1379","69.6755","0.0007","10.4278","69.0001","87.0004","0.0354","0","0.1718","-0.9336","-0.287","-2.1571","3.4334","9.219","8.4449","669.6887","0","0","12:51:58 AM",669.6887,2025-05-29 00:51:58,00:51:58,669.6887,1
"8687","0.0002","60.8352","0.0048","-0.1126","69.8974","0.0007","10.4897","69.0022","87.0004","0.0357","0","0.1735","-0.9371","-0.3","-2.1789","3.3201","9.2658","8.3858","554.3362","0","0","12:51:59 AM",554.3362,2025-05-29 00:51:59,00:51:59,554.3362,1
"8688","-0.0001","73.2001","0.0048","-0.1905","68.442","0.0007","10.5839","69.0012","87.0004","0.0353","0.0001","0.1742","-0.9319","-0.3042","-2.0435","3.5057","9.2097","8.2534","0","0","0","12:52:00 AM",0,2025-05-29 00:52:00,00:52:00,0,0
"8689","-0.0001","60.4972","0.0047","-0.0481","68.5072","0.0008","10.6071","69.0032","87.0004","0.0348","0","0.1749","-0.934","-0.3018","-2.0733","3.4694","9.2212","8.2249","0","0","0","12:52:01 AM",0,2025-05-29 00:52:01,00:52:01,0,0
"8690","-0.0001","56.2848","0.0047","-0.0068","69.2697","0.0008","10.4777","69.0032","87.0004","0.0345","0","0.1726","-0.9332","-0.3031","-2.0845","3.4385","9.2382","8.2126","18.5253","0","0","12:52:02 AM",18.5253,2025-05-29 00:52:02,00:52:02,18.5253,1
"8691","-0.0001","55.9492","0.0047","0.0075","67.8754","0.0008","10.389","68.9991","87.0004","0.0344","0","0.1713","-0.9344","-0.3027","-2.1887","3.336","9.2482","8.2673","577.6232","0","0","12:52:03 AM",577.6232,2025-05-29 00:52:03,00:52:03,577.6232,1
"8692","0","55.1196","0.0047","0.0009","67.2019","0.0008","10.3014","69.0001","87.0004","0.0344","-0.0001","0.1699","-0.9345","-0.3029","-2.2402","3.2543","9.2767","8.3462","480.3502","0","0","12:52:03 AM",480.3502,2025-05-29 00:52:03,00:52:03,480.3502,1
"8693","-0.0001","55.6287","0.0047","0.0026","66.75","0.0008","10.4824","68.501","87.0004","0.0344","0","0.1724","-0.9318","-0.3008","-2.1539","3.371","9.2349","8.3043","0","0","0","12:52:05 AM",0,2025-05-29 00:52:05,00:52:05,0,0
"8694","-0.0001","55.9029","0.0047","-0.0017","66.816","0.0008","10.4707","68.0019","87.0004","0.0344","0","0.1726","-0.9341","-0.2988","-2.1571","3.3751","9.2446","8.2836","0","0","0","12:52:06 AM",0,2025-05-29 00:52:06,00:52:06,0,0
"8695","-0.0001","55.4513","0.0047","0.0041","66.6701","0.0008","10.4381","68.0217","86.9926","0.0343","0","0.172","-0.9337","-0.2986","-2.1505","3.3782","9.2402","8.2598","18.9192","0","0","12:52:07 AM",18.9192,2025-05-29 00:52:07,00:52:07,18.9192,1
"8696","0","55.885","0.0047","0.0372","66.6659","0.0008","10.2775","67.5371","86.9971","0.0343","-0.0001","0.1694","-0.9339","-0.3008","-2.2436","3.2676","9.2732","8.3224","577.928","0","0","12:52:08 AM",577.928,2025-05-29 00:52:08,00:52:08,577.928,1
"8697","0.0001","55.3089","0.0047","0.04","66.3219","0.0008","10.372","67.0079","86.9837","0.0347","0","0.1712","-0.9351","-0.2996","-2.2294","3.236","9.2783","8.4033","479.644","0","0","12:52:09 AM",479.644,2025-05-29 00:52:09,00:52:09,479.644,1
"8698","0","55.7113","0.0047","-0.0325","65.6293","0.0008","10.5304","66.9986","87.4605","0.0348","0","0.1736","-0.9341","-0.2987","-2.1431","3.3729","9.2379","8.3079","0","0","0","12:52:10 AM",0,2025-05-29 00:52:10,00:52:10,0,0
"8699","-0.0001","55.4667","0.0047","-0.0095","65.2439","0.0008","10.3993","67.0006","87.9786","0.0345","0","0.1717","-0.9356","-0.298","-2.1365","3.3908","9.241","8.2531","0","0","0","12:52:11 AM",0,2025-05-29 00:52:11,00:52:11,0,0
"8700","-0.0001","56.181","0.0047","-0.006","65.1238","0.0008","10.3413","67.0245","88.4098","0.0343","0","0.1707","-0.9351","-0.2983","-2.1413","3.3802","9.2439","8.2485","0.0064","0","0","12:52:12 AM",0.0064,2025-05-29 00:52:12,00:52:12,0,0
"8701","-0.0001","55.9839","0.0047","-0.0036","64.8556","0.0008","10.49","66.5742","89.4058","0.0342","0","0.173","-0.9347","-0.2985","-2.1412","3.3825","9.2447","8.2407","0.9696","0","0","12:52:13 AM",0.9696,2025-05-29 00:52:13,00:52:13,0,0
"8702","0","54.9372","0.0047","0.0041","64.953","0.0008","10.4191","66.0149","89.9707","0.0341","0","0.1719","-0.9346","-0.299","-2.1584","3.3607","9.247","8.2619","2.6189","0","0","12:52:14 AM",2.6189,2025-05-29 00:52:14,00:52:14,0,0
"8703","0","55.2167","0.0047","0.071","65.2274","0.0008","10.6288","66.0118","90.4241","0.0343","0","0.1755","-0.9356","-0.2936","-2.1604","3.3461","9.2518","8.2923","4.2671","0","0","12:52:15 AM",4.2671,2025-05-29 00:52:15,00:52:15,0,0
"8704","0","56.3647","0.0048","-0.0337","65.0441","0.0008","10.5912","65.575","91.4001","0.0348","0","0.1746","-0.9339","-0.2951","-2.1353","3.378","9.2483","8.2981","5.9164","0","0","12:52:16 AM",5.9164,2025-05-29 00:52:16,00:52:16,0,0
"8705","0","55.9442","0.0048","-0.018","64.5098","0.0008","10.5053","65.0084","92.4118","0.0347","0","0.1733","-0.9343","-0.2999","-2.1289","3.3977","9.2408","8.2509","7.5656","0","0","12:52:17 AM",7.5656,2025-05-29 00:52:17,00:52:17,0,0
"8706","0","55.3505","0.0048","-0.0092","64.3073","0.0008","10.5142","64.9929","92.99","0.0345","0","0.1736","-0.9355","-0.2989","-2.1306","3.3826","9.2428","8.2417","9.2144","0","0","12:52:18 AM",9.2144,2025-05-29 00:52:18,00:52:18,0,0
"8707","0","55.8023","0.0048","-0.0044","63.961","0.0009","10.5114","64.9929","93.029","0.0344","0","0.1733","-0.934","-0.2987","-2.147","3.3777","9.2466","8.2363","10.8631","0","0","12:52:18 AM",10.8631,2025-05-29 00:52:18,00:52:18,0,0
"8708","0","56.0007","0.0047","0.0296","63.8313","0.0008","10.4911","65.0219","93.0112","0.0344","0","0.173","-0.934","-0.2957","-2.1505","3.3559","9.2479","8.2853","12.5124","0","0","12:52:20 AM",12.5124,2025-05-29 00:52:20,00:52:20,0,0
"8709","0.0001","56.1747","0.0048","0.0639","63.8264","0.0008","10.6456","64.6235","93.0167","0.0346","0","0.1757","-0.9351","-0.2937","-2.1427","3.3551","9.2443","8.2888","14.1611","0","0","12:52:21 AM",14.1611,2025-05-29 00:52:21,00:52:21,0,0
"8710","0","56.5747","0.0048","-0.0646","63.513","0.0008","10.6941","64.0393","93.019","0.0349","0","0.1765","-0.9348","-0.296","-2.1412","3.3895","9.2474","8.2722","15.8099","0","0","12:52:22 AM",15.8099,2025-05-29 00:52:22,00:52:22,0,0
"8711","0","55.7416","0.0048","-0.019","63.1856","0.0008","10.5538","63.9791","93.0112","0.0346","0","0.1744","-0.9357","-0.2985","-2.1386","3.4038","9.2451","8.238","17.4597","0","0","12:52:23 AM",17.4597,2025-05-29 00:52:23,00:52:23,0,0
"8712","0","55.2406","0.0048","-0.0097","63.4654","0.0009","10.5499","63.9999","93.0112","0.0344","0","0.174","-0.9341","-0.2989","-2.1374","3.3883","9.2436","8.2372","19.1074","0","0","12:52:24 AM",19.1074,2025-05-29 00:52:24,00:52:24,0,0
"8713","0","55.6397","0.0048","0.0236","63.7998","0.0009","10.6063","63.9895","92.9956","0.0343","0","0.1753","-0.9358","-0.2954","-2.1458","3.3798","9.2425","8.2765","20.7572","0","0","12:52:25 AM",20.7572,2025-05-29 00:52:25,00:52:25,0,0
"8714","0.0001","55.4292","0.0048","0.1406","63.8384","0.0009","10.5555","63.9947","93.0524","0.0346","0","0.1743","-0.9355","-0.2912","-2.1397","3.3586","9.2542","8.2841","22.4059","0","0","12:52:26 AM",22.4059,2025-05-29 00:52:26,00:52:26,0,0
"8715","0","57.8441","0.0048","-0.1127","64.1387","0.0009","10.6774","63.9895","92.6747","0.0349","0","0.1761","-0.9341","-0.2948","-2.1232","3.4056","9.2426","8.2722","24.0552","0","0","12:52:27 AM",24.0552,2025-05-29 00:52:27,00:52:27,0,0
"8716","0","55.8335","0.0048","-0.025","64.2624","0.0009","10.5608","63.9988","92.0786","0.0345","0","0.1741","-0.9343","-0.2992","-2.123","3.4148","9.2356","8.236","25.7034","0","0","12:52:28 AM",25.7034,2025-05-29 00:52:28,00:52:28,0,0
"8717","0","55.9494","0.0049","-0.0093","64.5223","0.0009","10.5438","63.9988","91.9717","0.0342","0","0.1739","-0.9342","-0.2991","-2.1287","3.4074","9.2389","8.2432","27.3532","0","0","12:52:29 AM",27.3532,2025-05-29 00:52:29,00:52:29,0,0
"8718","0","55.8154","0.0048","0.07","64.5203","0.0009","10.6796","63.9988","92.0407","0.0343","0","0.1763","-0.9349","-0.294","-2.1477","3.368","9.2341","8.2819","29.0014","0","0","12:52:30 AM",29.0014,2025-05-29 00:52:30,00:52:30,0,0
"8719","0.0001","56.0633","0.0048","0.0445","64.5276","0.0009","10.6955","63.9988","91.6865","0.0348","0","0.1769","-0.9366","-0.2924","-2.1273","3.3604","9.2495","8.2989","30.6507","0","0","12:52:30 AM",30.6507,2025-05-29 00:52:30,00:52:30,0,0
"8720","0","62.4298","0.0048","-0.0365","64.3105","0.0009","10.5446","63.9988","91.0882","0.0351","0","0.174","-0.9345","-0.2969","-2.1221","3.4209","9.2433","8.2589","32.2994","0","0","12:52:32 AM",32.2994,2025-05-29 00:52:32,00:52:32,0,0
"8721","0","55.7905","0.0049","-0.0188","63.3242","0.0009","10.5619","63.9988","90.9623","0.035","0","0.1744","-0.9354","-0.2991","-2.1215","3.4142","9.246","8.2272","33.9492","0","0","12:52:33 AM",33.9492,2025-05-29 00:52:33,00:52:33,0,0
"8722","0","55.7165","0.0048","-0.0144","64.5136","0.0009","10.601","63.9988","91.0169","0.0349","0","0.1748","-0.934","-0.2998","-2.1263","3.4086","9.2312","8.2372","35.5969","0","0","12:52:33 AM",35.5969,2025-05-29 00:52:33,00:52:33,0,0
"8723","0","56.3967","0.0048","0.0377","64.5216","0.0009","10.5605","63.9988","90.9812","0.0349","0","0.1747","-0.9368","-0.2935","-2.1429","3.3718","9.2491","8.2666","37.2467","0","0","12:52:35 AM",37.2467,2025-05-29 00:52:35,00:52:35,0,0
"8724","0.0001","56.2909","0.0048","0.063","64.0281","0.0009","10.7674","63.9988","91.0403","0.0352","0","0.1781","-0.9363","-0.2913","-2.1269","3.3621","9.262","8.2807","38.8954","0","0","12:52:36 AM",38.8954,2025-05-29 00:52:36,00:52:36,0,0
"8725","0","60.8626","0.0048","-0.0326","63.5665","0.0009","10.5725","63.9988","90.7238","0.0354","0","0.1744","-0.9341","-0.2961","-2.1242","3.4056","9.2422","8.2432","40.5442","0","0","12:52:37 AM",40.5442,2025-05-29 00:52:37,00:52:37,0,0
"8726","0","55.929","0.0048","-0.0217","63.4525","0.0009","10.5284","64.0113","90.1033","0.0353","0","0.1732","-0.9324","-0.2986","-2.1286","3.4033","9.2469","8.2249","42.1934","0","0","12:52:38 AM",42.1934,2025-05-29 00:52:38,00:52:38,0,0
"8727","0","55.6663","0.0048","-0.0181","61.6935","0.001","10.5008","64.003","89.9651","0.0352","0","0.1731","-0.9337","-0.2996","-2.1292","3.3976","9.234","8.2261","43.8427","0","0","12:52:39 AM",43.8427,2025-05-29 00:52:39,00:52:39,0,0
"8728","0","56.0484","0.0048","-0.0079","61.5581","0.001","10.4838","64.0165","89.9997","0.0351","0","0.173","-0.9346","-0.2979","-2.1482","3.3739","9.2525","8.2733","45.4909","0","0","12:52:40 AM",45.4909,2025-05-29 00:52:40,00:52:40,0,0
"8729","0","55.332","0.0048","0.0175","63.3033","0.001","10.5508","63.9947","89.9841","0.0353","0","0.1743","-0.9359","-0.2928","-2.1444","3.3509","9.2476","8.2774","47.1402","0","0","12:52:41 AM",47.1402,2025-05-29 00:52:41,00:52:41,0,0
"8730","0","57.6898","0.0048","-0.0219","62.9031","0.001","10.6258","64.0434","89.9963","0.0354","0","0.1756","-0.9358","-0.2978","-2.1334","3.392","9.2343","8.2487","48.7895","0","0","12:52:42 AM",48.7895,2025-05-29 00:52:42,00:52:42,0,0
"8731","0","55.7251","0.0048","-0.0123","62.73","0.001","10.5814","63.7643","89.9885","0.0353","0","0.1744","-0.934","-0.3003","-2.1301","3.3942","9.2385","8.2298","50.4377","0","0","12:52:43 AM",50.4377,2025-05-29 00:52:43,00:52:43,0,0
"8732","0","55.1684","0.0049","-0.0111","62.49","0.001","10.5279","63.1252","90.0019","0.0352","0","0.1735","-0.9332","-0.299","-2.1348","3.3877","9.2446","8.2392","52.0869","0","0","12:52:44 AM",52.0869,2025-05-29 00:52:44,00:52:44,0,0
"8733","0","55.9613","0.0049","0.0085","62.5865","0.001","10.5485","62.9633","89.9885","0.0351","0","0.174","-0.9341","-0.2963","-2.1478","3.3578","9.2539","8.2754","53.7362","0","0","12:52:45 AM",53.7362,2025-05-29 00:52:45,00:52:45,0,0
"8734","0","59.0296","0.0049","0.0097","62.927","0.001","10.5572","63.0017","89.9963","0.0352","0","0.1743","-0.9352","-0.2925","-2.1403","3.3411","9.2559","8.2717","55.3844","0","0","12:52:45 AM",55.3844,2025-05-29 00:52:45,00:52:45,0,0
"8735","0","56.4777","0.0049","-0.0137","62.9897","0.001","10.5552","62.9809","89.9818","0.0351","0","0.174","-0.934","-0.2981","-2.1413","3.3991","9.2443","8.2478","57.0337","0","0","12:52:47 AM",57.0337,2025-05-29 00:52:47,00:52:47,0,0
"8736","0","56.3325","0.0048","-0.0108","62.4868","0.001","10.4598","62.9934","90.003","0.035","0","0.1723","-0.9334","-0.2998","-2.1347","3.3913","9.2449","8.238","58.6835","0","0","12:52:47 AM",58.6835,2025-05-29 00:52:47,00:52:47,0,0
"8737","0","55.2775","0.0048","-0.0078","62.4899","0.001","10.5187","62.9851","89.9685","0.0349","0","0.1732","-0.933","-0.2997","-2.138","3.3801","9.2512","8.2365","60.3312","0","0","12:52:49 AM",60.3312,2025-05-29 00:52:49,00:52:49,0,0
"8738","0","55.9106","0.0049","0.0161","62.5801","0.001","10.5756","62.9986","90.1801","0.0348","0","0.1745","-0.9346","-0.2959","-2.1517","3.3579","9.2482","8.2812","61.981","0","0","12:52:50 AM",61.981,2025-05-29 00:52:50,00:52:50,0,0
"8739","0.0001","57.165","0.0049","0.0437","63.3034","0.001","10.7061","62.9986","90.8419","0.0349","0","0.1767","-0.9348","-0.2921","-2.1432","3.3338","9.2642","8.2811","63.6297","0","0","12:52:51 AM",63.6297,2025-05-29 00:52:51,00:52:51,0,0
"8740","0","58.8451","0.0049","-0.027","63.107","0.001","10.7248","62.9986","91.0403","0.0351","0","0.1769","-0.9341","-0.2955","-2.1376","3.3736","9.2543","8.2587","65.2784","0","0","12:52:52 AM",65.2784,2025-05-29 00:52:52,00:52:52,0,0
"8741","0","55.6768","0.0049","-0.0139","62.8264","0.001","10.5859","62.9986","91.0403","0.035","0","0.1746","-0.9346","-0.3003","-2.1328","3.3972","9.2356","8.2338","66.9272","0","0","12:52:53 AM",66.9272,2025-05-29 00:52:53,00:52:53,0,0
"8742","0","56.1784","0.0049","-0.0105","62.8234","0.001","10.5042","62.9986","90.872","0.0348","0","0.1732","-0.9342","-0.3009","-2.1348","3.3812","9.2411","8.2326","68.577","0","0","12:52:54 AM",68.577,2025-05-29 00:52:54,00:52:54,0,0
"8743","0","56.5974","0.0049","0.027","62.8243","0.001","10.5011","62.9986","90.2102","0.0347","0","0.1734","-0.9358","-0.2944","-2.1499","3.3479","9.2485","8.2673","70.2252","0","0","12:52:55 AM",70.2252,2025-05-29 00:52:55,00:52:55,0,0
"8744","0.0001","58.8013","0.0049","0.0227","62.8291","0.001","10.6012","62.9986","89.9685","0.035","0","0.175","-0.9349","-0.2942","-2.1369","3.33","9.2619","8.2799","71.8745","0","0","12:52:56 AM",71.8745,2025-05-29 00:52:56,00:52:56,0,0
"8745","0","59.6184","0.0049","-0.0346","63.0189","0.001","10.5753","62.9986","90.0175","0.0351","0","0.1746","-0.935","-0.2974","-2.1403","3.3924","9.2347","8.2542","73.5232","0","0","12:52:57 AM",73.5232,2025-05-29 00:52:57,00:52:57,0,0
"8746","0","55.9439","0.0049","-0.0129","62.5444","0.001","10.5859","62.9986","89.9885","0.035","0","0.1745","-0.9338","-0.3004","-2.1302","3.397","9.2329","8.2271","75.1725","0","0","12:52:58 AM",75.1725,2025-05-29 00:52:58,00:52:58,0,0
"8747","0","56.0545","0.0049","-0.0075","62.5109","0.001","10.563","62.9986","90.0119","0.0348","0","0.1741","-0.9333","-0.2993","-2.1404","3.3944","9.241","8.2508","76.8207","0","0","12:52:59 AM",76.8207,2025-05-29 00:52:59,00:52:59,0,0
"8748","0","56.3938","0.0049","-0.0017","63.2029","0.001","10.6247","62.9986","89.9841","0.0348","0","0.1755","-0.9358","-0.2945","-2.1553","3.34","9.2597","8.2811","78.4705","0","0","12:53:00 AM",78.4705,2025-05-29 00:53:00,00:53:00,0,0
"8749","0","55.6173","0.0049","-0.017","63.2418","0.001","10.6411","62.9986","90.052","0.0349","0","0.1759","-0.9359","-0.2945","-2.1536","3.3203","9.2727","8.2944","80.1187","0","0","12:53:00 AM",80.1187,2025-05-29 00:53:00,00:53:00,0,0
"8750","0","55.4075","0.0049","-0.0149","62.4818","0.001","10.5435","62.9986","89.8793","0.0348","0","0.1741","-0.936","-0.2989","-2.1431","3.3851","9.2324","8.252","81.768","0","0","12:53:02 AM",81.768,2025-05-29 00:53:02,00:53:02,0,0
"8751","0","55.2151","0.0049","-0.0048","62.4921","0.001","10.6079","62.9986","89.251","0.0346","0","0.175","-0.9345","-0.2998","-2.1427","3.3708","9.2391","8.2475","83.4172","0","0","12:53:03 AM",83.4172,2025-05-29 00:53:03,00:53:03,0,0
"8752","0","56.4847","0.0049","0.0047","62.5892","0.001","10.5789","62.9986","88.9546","0.0345","0","0.1747","-0.9354","-0.2962","-2.1663","3.3242","9.2562","8.2842","85.066","0","0","12:53:04 AM",85.066,2025-05-29 00:53:04,00:53:04,0,0
"8753","0","56.3181","0.0049","-0.0019","62.8386","0.001","10.609","62.9986","89.0382","0.0347","0","0.175","-0.9345","-0.2943","-2.1634","3.304","9.2653","8.2844","86.7147","0","0","12:53:05 AM",86.7147,2025-05-29 00:53:05,00:53:05,0,0
"8754","0","56.2214","0.0049","-0.0089","62.6234","0.001","10.6121","62.9986","88.8788","0.0347","0","0.1748","-0.9333","-0.299","-2.1643","3.3623","9.2493","8.2562","88.364","0","0","12:53:06 AM",88.364,2025-05-29 00:53:06,00:53:06,0,0
"8755","0","55.7828","0.005","-0.0022","62.4948","0.001","10.4718","62.9986","88.2594","0.0345","0","0.1724","-0.9328","-0.2995","-2.1568","3.3612","9.2552","8.2531","90.0127","0","0","12:53:07 AM",90.0127,2025-05-29 00:53:07,00:53:07,0,0
"8756","0","56.3165","0.005","0.0035","62.4924","0.0011","10.5173","62.9986","87.9407","0.0344","0","0.1735","-0.9346","-0.297","-2.1699","3.3292","9.2611","8.2797","91.6615","0","0","12:53:08 AM",91.6615,2025-05-29 00:53:08,00:53:08,0,0
"8757","0","56.3831","0.005","-0.0013","62.925","0.0011","10.6481","62.9986","88.0031","0.0346","0","0.1756","-0.9343","-0.294","-2.1721","3.2796","9.2701","8.3114","93.3107","0","0","12:53:09 AM",93.3107,2025-05-29 00:53:09,00:53:09,0,0
"8758","0","56.0533","0.005","-0.0056","62.987","0.001","10.5756","62.9986","87.9831","0.0347","0","0.1743","-0.9335","-0.2982","-2.1712","3.3461","9.2414","8.269","94.96","0","0","12:53:10 AM",94.96,2025-05-29 00:53:10,00:53:10,0,0
